#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid","Client"
"FC3LibraTST","PoweredOn",,"FC3LibraTST:Microsoft Windows Server 2008 R2 (64-bit)","2","2","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bcc7e-470c-119e-c8e1-4ff734e078a7","windows8Server64Guest","43.614131340757012367248535156","44.109249097295105457305908203","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223736","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223736/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-TST01","PoweredOn","","XenApp-TST01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d3654-325d-db2f-2757-8079c6603315","winNetStandardGuest","34.805659593082964420318603516","34.805660161189734935760498047","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-68190","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-68190/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"mobi-web-test","PoweredOn","","mobi-web-test:Microsoft Windows Server 2008 R2 (64-bit)","1","1","2048","2","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","501d5525-746b-a54a-c0ed-a03edc90af8f","windows7Server64Guest","42.126819144003093242645263672","42.126819692552089691162109375","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6119","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-6119/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2XenApp-PF-DEV01","PoweredOn",,"FC2XenApp-PF-DEV01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b1af1-da6b-dc23-b54e-f5b9fff60820","winNetStandardGuest","30.799871968105435371398925781","34.799872547388076782226562500","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223422","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223422/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1Edms-arhiva-razvoj","PoweredOn",,"FC1Edms-arhiva-razvoj:CentOS 4/5/6 (32-bit)","1","1","1024","1","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","500b08ec-734c-3820-74e7-810b7912e4ea","centosGuest","9.107055583968758583068847656","9.107056147418916225433349609","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216636","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216636/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3mpayment","PoweredOn",,"FC3mpayment:Microsoft Windows Server 2003 Standard (32-bit)","1","1","2048","2","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","500b454b-34d4-a6db-2b23-1f73e894439c","winNetStandardGuest","11.145504415035247802734375","14.107419046573340892791748047","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223740","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223740/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-DEV01","PoweredOn","","XenApp-DEV01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d2cc2-7f34-ad85-d6e3-491f7268800c","winNetStandardGuest","34.802901931107044219970703125","34.802902499213814735412597656","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-244","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-244/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"leasing1","PoweredOn","","leasing1:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b7335-2de2-5c33-4de8-86b11a963ef0","windows8Server64Guest","289.16858338937163352966308594","289.16858447529375553131103516","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-5149","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-5149/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Fc1DevWs11","PoweredOn",,"Fc1DevWs11:Microsoft Windows 7 (64-bit)","4","4","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","500b3dae-1270-3f85-8a9e-f2cbd87bf57d","windows7_64Guest","68.127518623135983943939208984","68.127519110217690467834472656","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-248052","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-248052/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3ssDev1F-05","PoweredOn",,"FC3ssDev1F-05:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b3f24-f50a-9ab1-2359-a2da320b63a7","windows8Server64Guest","44.109239665791392326354980469","44.109240214340388774871826172","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223755","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223755/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"DEV-IAM-WEB","PoweredOn","","DEV-IAM-WEB:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","501d8d28-e642-041f-29f4-15793ab46f20","windows7Server64Guest","34.142787368036806583404541016","34.142787912860512733459472657","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-195","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-195/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1aml-fe-tst","PoweredOn",,"FC1aml-fe-tst:Oracle Linux 4/5/6/7 (64-bit)","1","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/81920","v10","500bbbce-3828-c0b1-8278-b958266b847d","oracleLinux64Guest","40.107563273981213569641113281","48.107564561069011688232421875","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216331","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216331/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2ssDev1C01","PoweredOn",,"FC2ssDev1C01:Microsoft Windows Server 2008 R2 (64-bit)","4","1","16384","16","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v10","500b8c3d-b177-adb9-5c38-22dd3d939b0a","windows7Server64Guest","96.1278248252347111701965332","96.12782537378370761871337890","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223407","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223407/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC2XenApp-DEV02","PoweredOn",,"FC2XenApp-DEV02:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223365","FC2","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bf0ba-9f7e-b917-0f05-3ee5e579a432","winNetStandardGuest","44.799651480279862880706787109","44.799652053974568843841552734","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223419","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223419/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ssUat1F-02","PoweredOn","","ssUat1F-02:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500becfa-b897-7470-6fbd-d4bec2d294d9","windows7Server64Guest","44.138274427503347396850585938","44.138274970464408397674560547","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-68166","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-68166/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1dev-bibcoiss","PoweredOn",,"FC1dev-bibcoiss:Microsoft Windows Server 2012 (64-bit)","2","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","500be8a5-928f-9005-bb4d-28e8c45e4784","windows8Server64Guest","48.109853382222354412078857422","48.109853934496641159057617188","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216630","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216630/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1ADAPTER7","PoweredOn",,"FC1ADAPTER7:Microsoft Windows Server 2003 Standard (32-bit)","2","1","1024","1","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/10240","v10","500b9aa9-c866-f357-1961-d8db291e7a9b","winNetStandardGuest","11.576687980443239212036132812","11.576688638888299465179443359","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216952","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216952/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3BACKUPEBANK","PoweredOn",,"FC3BACKUPEBANK:Microsoft Windows Server 2012 (64-bit)","4","2","16384","16","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v10","500ba26b-2f34-a0b0-737e-a16140a95335","windows8Server64Guest","434.25384755805134773254394531","652.11127117183059453964233398","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223771","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223771/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1ssDev1F-04","PoweredOn",,"FC1ssDev1F-04:Microsoft Windows Server 2012 (64-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500ba434-fd94-76c9-936f-670d8a02e1fb","windows8Server64Guest","44.109977561980485916137695312","44.109978110529482364654541015","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216960","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216960/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"XenApp-WI-TRN01","PoweredOn","","XenApp-WI-TRN01:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1024","1","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","501d9565-e072-f86c-3b99-906efccb356a","winNetStandardGuest","31.800565992482006549835205078","31.800566566176712512969970703","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-68183","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-68183/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"aml-fe-tst","PoweredOn","","aml-fe-tst:Oracle Linux 4/5/6/7 (64-bit)","1","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/81920","v10","500b9688-4bd0-6d6c-5f2d-db94e2e354cc","oracleLinux64Guest","48.109599498100578784942626953","48.109600774012506008148193359","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-58952","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-58952/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC3XENAPP-DEV04","PoweredOn",,"FC3XENAPP-DEV04:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-223366","FC3","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500b08fd-1d13-59c8-58c3-4ac4abf921be","winNetStandardGuest","44.799571381881833076477050781","44.799572047777473926544189453","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-223760","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-223760/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CTX-MNG-TST","PoweredOn","","CTX-MNG-TST:Microsoft Windows Server 2008 R2 (64-bit)","2","1","8192","8","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","501d6b81-a27b-9c57-dc7f-215c7d94624c","windows7Server64Guest","40.131990904919803142547607422","40.131991449743509292602539063","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-196","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-196/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"DEVSQL8","PoweredOn","","DEVSQL8:Microsoft Windows Server 2012 (64-bit)","4","2","16384","16","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bfd85-b735-33c4-70f9-7af55d7e59de","windows8Server64Guest","56.23515819013118743896484375","76.114065002650022506713867188","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-193967","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-193967/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"FC1XenApp-DEV01","PoweredOn",,"FC1XenApp-DEV01:Microsoft Windows Server 2003 Standard (32-bit)","2","1","4096","4","HostSystem-host-205375","bib-vwpbp-a01.fbisp.eu",,"Folder-group-v5","vm","ResourcePool-resgroup-216023","FC1","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","500bcc44-fff5-0d23-90d2-2b58e1a2f601","winNetStandardGuest","34.800221993587911128997802734","34.800222567282617092132568359","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-216964","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-216964/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"SSMIG1F-04","PoweredOn","","SSMIG1F-04:Microsoft Windows Server 2012 (64-bit)","4","2","8192","8","HostSystem-host-205378","bib-vwpbp-a02.fbisp.eu",,"Folder-group-v23","Discovered virtual machine","ResourcePool-resgroup-10","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","500b722b-cbe3-0e8b-91bd-917528c1b490","windows8Server64Guest","68.130025845952332019805908203","68.130026389844715595245361328","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-43088","/VIServer=spimi\u390207@be-vce-bib.fbisp.eu:443/VirtualMachine=VirtualMachine-vm-43088/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
